75,ANT101,7,NN,MW 09:40 AM - 11:10 AM,NAC619A,34 (35)
76,ARC111,1,RMY,STMW 01:00 PM - 04:10 PM,OAT903,11 (18)
77,ARC111,2,TkH,STMW 01:00 PM - 04:10 PM,OAT903,12 (18)
78,ARC112,1,STS3,STMW 01:00 PM - 04:10 PM,SAC802,13 (18)
79,ARC112,2,FAR,STMW 01:10 PM - 04:10 PM,SAC802,9 (18)
80,ARC121,1,Siu,ST 09:40 AM - 12:50 PM,OAT903,15 (18)
81,ARC121,2,NAw,TBA,OAT903,14 (18)
82,ARC122,1,HUR,ST 09:40 AM - 12:50 PM,SAC802,17 (18)
83,ARC122,2,SnF,TBA,SAC802,5 (18)
84,ARC123,1,AHs1,ST 08:00 AM - 11:00 AM,LIB906,15 (20)
85,ARC123,2,RMY,MW 09:40 AM - 12:50 PM,LIB906,18 (20)
86,ARC123,3,TBA,TBA,TBA,29 (30)
87,ARC123,4,STS3,TBA,LIB906,18 (20)
88,ARC123,5,AHs1,TBA,LIB906,12 (20)
89,ARC131,1,TBA,ST 09:40 AM - 11:10 AM,SAC201,0 (35)
90,ARC131,2,FAR,MW 09:40 AM - 11:10 AM,OAT901,33 (35)
91,ARC131,3,STS3,MW 04:20 PM - 05:50 PM,LIB907,22 (35)
92,ARC133,1,RMY,M 08:00 AM - 09:30 AM,OAT901,28 (35)
93,ARC200,1,SnF,M 01:00 PM - 02:30 PM,LIB906,10 (35)
94,ARC200,2,Mun,RA 11:20 AM - 12:50 PM,LIB906,11 (35)
95,ARC200,3,Mun,R 01:00 PM - 02:30 PM,LIB906,34 (35)
96,ARC213,1,SnF,STMW 01:00 PM - 04:10 PM,OAT1002,18 (18)
97,ARC214,1,HUR,STMW 01:00 PM - 04:10 PM,OAT1003,9 (20)
98,ARC215,1,Siu,STMW 01:10 PM - 04:10 PM,LIB902,22 (22)
99,ARC241,1,SqR,ST 09:40 AM - 11:10 AM,OAT901,36 (40)
100,ARC242,1,SIK3,MW 11:20 AM - 12:50 PM,LIB907,33 (35)
101,ARC242,2,TBA,MW 11:20 AM - 12:50 PM,TBA,0 (35)
102,ARC251,1,IsH,ST 09:40 AM - 11:10 AM,LIB907,27 (35)
103,ARC261,1,Siu,MW 11:20 AM - 12:50 PM,NAC619,35 (35)
104,ARC263,1,Mfn,ST 11:20 AM - 12:50 PM,OAT901,25 (35)
105,ARC264,1,KTM,R 09:40 AM - 11:10 AM,LIB907,33 (35)
106,ARC271,1,SnF,MW 09:40 AM - 11:10 AM,LIB907,21 (35)
107,ARC272,1,Mun,ST 11:20 AM - 12:50 PM,LIB907,33 (35)
108,ARC273,1,SqR,W 10:50 AM - 12:50 PM,LIB909,14 (35)
109,ARC273,2,Kdi,TBA,LIB909,0 (35)
110,ARC281,1,SbC,R 09:40 AM - 11:10 AM,OAT901,27 (35)
111,ARC282,1,HRK,R 02:10 PM - 04:10 PM,LIB907,33 (35)
112,ARC283,1,HRK,R 04:20 PM - 07:20 PM,OAT901,17 (35)
113,ARC310,1,IsH,MW 09:40 AM - 12:50 PM,OAT902,13 (15)
114,ARC310,2,MTm2,TBA,OAT902,3 (15)
115,ARC316,1,AHs1,STW 01:10 PM - 04:10 PM,LIB905,17 (35)
116,ARC316,2,SAM1,TBA,TBA,16 (35)
117,ARC317,1,SqR,STMW 01:00 PM - 04:10 PM,LIB901,21 (35)
118,ARC318,1,Mfn,STMW 01:10 PM - 04:10 PM,LIB903,25 (25)
119,ARC324,1,MKU,ST 09:40 AM - 12:50 PM,OAT803,29 (35)
120,ARC334,1,AHs1,T 08:00 AM - 09:30 AM,OAT901,28 (35)
121,ARC343,1,Mun,MW 11:20 AM - 12:50 PM,OAT901,26 (35)
122,ARC344,1,HUR,M 08:00 AM - 11:10 AM,LIB907,19 (35)
123,ARC384,1,TBA,ST 04:20 PM - 05:50 PM,LIB907,10 (35)
124,ARC410,1,SJd,MW 09:40 AM - 12:50 PM,OAT803,17 (35)
125,ARC418,1,NAw,STMW 01:00 PM - 04:10 PM,LIB904,14 (25)
126,arc418,2,MTm2,TBA,TBA,10 (25)
127,ARC419,1,IsH,STMW 01:10 PM - 04:10 PM,OAT803,26 (35)
128,ARC437,1,HUR,S 08:00 AM - 09:30 AM,LIB907,27 (35)
129,ARC445,1,SIK3,T 11:20 AM - 12:50 PM,TBA,17 (35)
130,ARC453,1,NAw,MW 11:20 AM - 12:50 PM,NAC621,10 (35)
131,ARC456,1,FAR,ST 11:20 AM - 12:50 PM,SAC312,33 (35)
132,ARC474,1,Mfn,ST 04:20 PM - 05:50 PM,OAT901,36 (36)
133,ARC492,1,SJd,T 11:20 AM - 12:50 PM,OAT803,20 (20)
134,ARC500,1,HUR,TBA,TBA,19 (30)
135,ARC500,2,Kdi,TBA,TBA,11 (20)
136,ARC510,1,Kdi,STW 01:10 PM - 04:10 PM,OAT901,20 (20)
137,ARC519,1,SIK3,STW 01:10 PM - 04:10 PM,SAC801,20 (35)
138,ARC535,1,IsH,T 11:20 AM - 12:50 PM,TBA,9 (35)
139,ARC576,1,RMY,ST 08:00 AM - 09:30 AM,OAT901,25 (35)
140,ARC596,1,Mun,STW 01:10 PM - 04:10 PM,OAT902,25 (26)
141,ARC596,2,MzC,STW 01:00 PM - 04:10 PM,SAC801,0 (35)
142,ARC596,3,SDS1,TBA,SAC801,0 (35)
143,ARC598,1,SJd,S 11:20 AM - 12:50 PM,OAT803,8 (35)
144,BBT201/CHE201,1,IJn,MW 09:40 AM - 11:10 AM,SAC407,21 (35)
145,BBT201/CHE201,2,MH1,MW 01:00 PM - 02:30 PM,SAC405,36 (36)
146,BBT201/CHE201,3,AYS,RA 01:00 PM - 02:30 PM,SAC404,28 (35)
147,BBT202,1,MSH3,ST 08:00 AM - 09:30 AM,SAC404,2 (6)
148,BBT202,2,MSH3,MW 09:40 AM - 11:10 AM,SAC405,6 (6)
149,BBT203,1,MNU1,ST 11:20 AM - 12:50 PM,TBA,35 (35)
150,BBT204,1,MSH3,MW 08:00 AM - 09:30 AM,SAC404,3 (3)
151,BBT204,2,MSH3,ST 01:00 PM - 02:30 PM,SAC405,3 (3)
152,BBT207/BBT221,1,ZAB,ST 09:40 AM - 11:10 AM,SAC404,36 (36)
153,BBT230,1,MNU1,MW 11:20 AM - 12:50 PM,TBA,21 (35)
154,BBT302,1,KRC,MW 09:40 AM - 11:10 AM,SAC408,4 (4)
155,BBT303/BBT316,1,KNH,MW 02:40 PM - 04:10 PM,SAC404,24 (35)
156,BBT306/BBT317,1,Sdl,ST 11:20 AM - 12:50 PM,SAC405,35 (35)
157,BBT307/BBT417,1,HiM,RA 02:40 PM - 04:10 PM,SAC403,24 (35)
158,BBT310,1,IJn,R 11:20 AM - 02:30 PM,SAC412,13 (20)
159,BBT312,1,MSH3,MW 08:00 AM - 09:30 AM,SAC404,10 (20)
160,BBT312,2,MSH3,ST 01:00 PM - 02:30 PM,SAC405,18 (20)
161,BBT312L,1,ACh,S 09:40 AM - 12:50 PM,SAC412,12 (20)
162,BBT312L,2,ACh,M 01:10 PM - 05:00 PM,SAC412,18 (20)
163,BBT314,1,KNH,MW 11:20 AM - 12:50 PM,SAC404,30 (35)
164,BBT314L,1,ACh,M 08:00 AM - 11:10 AM,SAC416,12 (20)
165,BBT314L,2,AIq,S 09:40 AM - 12:50 PM,SAC416,13 (20)
166,BBT315,1,ZAB,MW 01:00 PM - 02:30 PM,SAC404,29 (35)
167,BBT316L,1,ZaF,R 11:20 AM - 02:30 PM,SAC414,21 (21)
168,BBT335,1,KRC,MW 09:40 AM - 11:10 AM,SAC408,24 (31)
169,BBT318/BBT401,1,Sdl,ST 09:40 AM - 11:10 AM,SAC405,31 (35)
170,BBT403,1,CAK,ST 02:40 PM - 04:10 PM,SAC406,11 (11)
171,BBT405/BBT416/MIC311,1,Mqn,MW 02:40 PM - 04:10 PM,TBA,28 (35)
172,BBT406,1,CAK,MW 11:20 AM - 12:50 PM,SAC405,6 (10)
173,BBT408,1,KRC,MW 11:20 AM - 12:50 PM,SAC408,15 (20)
174,BBT412,1,KRC,ST 08:00 AM - 09:30 AM,SAC403,13 (35)
175,BBT413,1,CAK,ST 02:40 PM - 04:10 PM,SAC406,22 (28)
176,BBT413L,1,IJn,ST 01:00 PM - 02:30 PM,SAC412,13 (20)
177,BBT419,1,ZAB,ST 01:00 PM - 02:30 PM,SAC406,18 (35)
178,BBT423,1,CAK,MW 11:20 AM - 12:50 PM,SAC405,12 (25)
179,BBT424,1,KRC,MW 11:20 AM - 12:50 PM,SAC408,11 (15)
180,BBT491,1,Klq,RA 04:20 PM - 05:50 PM,SAC403,9 (20)
181,BBT499,1,TBA,TBA,TBA,4 (5)
182,BBT499,2,TBA,ST 04:20 PM - 05:50 PM,SAC403,0 (5)
183,BBT499,3,TBA,MW 08:00 AM - 09:30 AM,SAC403,4 (5)
184,BBT499,4,TBA,MW 04:20 PM - 05:50 PM,SAC407,0 (5)
185,BBT499,5,TBA,RA 01:00 PM - 02:30 PM,SAC407,0 (5)
186,BBT630,1,MRm4,M 06:00 PM - 09:10 PM,SAC405,17 (35)
187,BBT638,1,Muz,A 09:00 AM - 12:00 PM,TBA,21 (35)
188,BBT652,1,NBb,S 06:00 PM - 09:10 PM,SAC405,13 (35)
189,BBT659,1,CAK,T 06:00 PM - 09:10 PM,SAC404,12 (35)
190,BBT671,1,Mqn,W 06:00 PM - 09:10 PM,TBA,17 (35)
191,BBT685,1,Mqn,M 06:00 PM - 09:10 PM,SAC404,1 (1)
192,BBT701,1,TBA,RA 04:20 PM - 05:50 PM,SAC405,5 (5)
193,BBT701,2,TBA,ST 04:20 PM - 05:50 PM,SAC407,1 (5)
194,BBT701,3,TBA,RA 11:20 AM - 12:50 PM,SAC407,0 (5)
195,BBT701,4,TBA,RA 01:00 PM - 02:30 PM,SAC403,0 (5)
196,BBT701,5,TBA,RA 08:00 AM - 09:30 AM,SAC406,0 (5)
197,BBT741,1,HiM,A 06:00 PM - 09:00 PM,SAC404,17 (35)
198,BBT791,1,Muz,F 09:00 AM - 12:00 PM,TBA,26 (35)
199,BEN205,1,MAz1,RA 08:00 AM - 09:30 AM,NAC308,41 (41)
200,BEN205,2,TMz,RA 08:00 AM - 09:30 AM,NAC309,41 (41)
201,BEN205,3,MAz1,RA 09:40 AM - 11:10 AM,NAC502,41 (41)
202,BEN205,4,TMz,RA 09:40 AM - 11:10 AM,NAC508,41 (41)
203,BEN205,5,FrA3,RA 09:40 AM - 11:10 AM,NAC509,41 (41)
204,BEN205,6,HBa,RA 11:20 AM - 12:50 PM,NAC604,40 (41)
205,BEN205,7,CcK,RA 01:00 PM - 02:30 PM,NAC308,41 (41)
206,BEN205,8,MST,RA 01:00 PM - 02:30 PM,SAC312,41 (41)
207,BEN205,9,AKA1,RA 01:00 PM - 02:30 PM,NAC509,41 (41)
208,BEN205,10,TMz,RA 04:20 PM - 05:50 PM,NAC215,41 (41)
209,BEN205,11,AdK1,RA 08:00 AM - 09:30 AM,NAC303,40 (41)
210,BEN205,12,Rme,RA 08:00 AM - 09:30 AM,NAC304,42 (42)
211,BEN205,13,Rme,RA 04:20 PM - 05:50 PM,NAC309,41 (41)
212,BEN205,14,Rme,MW 01:00 PM - 02:30 PM,NAC506,41 (41)
213,BEN205,15,Rme,MW 04:20 PM - 05:50 PM,NAC603,41 (41)
214,BEN205,16,RKT,MW 02:40 PM - 04:10 PM,NAC509,41 (41)
215,BEN205,17,Gdd,MW 04:20 PM - 05:50 PM,NAC411,41 (41)
216,BEN205,18,RKT,MW 04:20 PM - 05:50 PM,NAC509,41 (41)
217,BEN205,19,Snj,ST 02:40 PM - 04:10 PM,NAC619A,41 (41)
218,BEN205,20,CcK,RA 04:20 PM - 05:50 PM,NAC314,41 (41)
219,BEN205,21,ADy,RA 11:20 AM - 12:50 PM,NAC313,41 (41)
220,BEN205,22,ADy,RA 02:40 PM - 04:10 PM,NAC313,41 (41)
221,BEN205,23,ADy,RA 04:20 PM - 05:50 PM,NAC313,41 (41)
222,BEN205,24,MST,RA 04:20 PM - 05:50 PM,NAC315,41 (41)
223,BEN205,25,HBa,RA 08:00 AM - 09:30 AM,NAC405,41 (41)
224,BEN205,26,AKA1,RA 04:20 PM - 05:50 PM,NAC405,41 (41)
225,BEN205,27,FrA3,RA 08:00 AM - 09:30 AM,NAC406,41 (41)
226,BIO103,2,MjH1,ST 09:40 AM - 11:10 AM,SAC408,35 (35)
227,BIO103,3,KNH,ST 11:20 AM - 12:50 PM,SAC404,35 (35)
228,BIO103,4,JSJ,ST 11:20 AM - 12:50 PM,SAC407,35 (35)
229,BIO103,5,ZaF,ST 01:00 PM - 02:30 PM,SAC407,35 (35)
230,BIO103,6,KNH,ST 02:40 PM - 04:10 PM,SAC404,35 (35)
231,BIO103,7,MNU1,ST 02:40 PM - 04:10 PM,SAC405,35 (35)
232,BIO103,8,MjH1,ST 02:40 PM - 04:10 PM,SAC407,35 (35)
233,BIO103,9,FZd,ST 04:20 PM - 05:50 PM,SAC404,21 (35)
234,BIO103,10,MjH1,MW 08:00 AM - 09:30 AM,SAC406,35 (35)
235,BIO103,11,SKK,MW 09:40 AM - 11:10 AM,SAC404,35 (35)
236,BIO103,12,ACR,MW 11:20 AM - 12:50 PM,SAC406,35 (35)
237,BIO103,13,SKK,MW 01:00 PM - 02:30 PM,SAC406,35 (35)
238,BIO103,14,CAK,MW 02:40 PM - 04:10 PM,SAC408,34 (35)
239,BIO103,15,AIq,MW 04:20 PM - 05:50 PM,SAC403,37 (37)
240,BIO103,17,AMK3,RA 08:00 AM - 09:30 AM,SAC403,35 (35)
241,BIO103,18,APz,RA 09:40 AM - 11:10 AM,SAC403,35 (35)
242,BIO103,19,LtB,RA 09:40 AM - 11:10 AM,SAC405,35 (35)
243,BIO103,20,LtB,RA 11:20 AM - 12:50 PM,SAC405,36 (36)
244,BIO103L,1,IJn,S 09:40 AM - 12:50 PM,SAC415,19 (20)
245,BIO103L,2,IJn,S 09:40 AM - 12:50 PM,TBA,20 (20)
246,BIO103L,3,IJn,S 09:40 AM - 12:50 PM,TBA,20 (20)
247,BIO103L,4,SKK,S 01:10 PM - 05:00 PM,SAC415,20 (20)
248,BIO103L,5,SKK,S 01:10 PM - 05:00 PM,TBA,20 (20)
249,BIO103L,6,SKK,S 01:10 PM - 05:00 PM,TBA,20 (20)
250,BIO103L,7,MjH1,M 09:40 AM - 12:50 PM,SAC415,21 (21)
251,BIO103L,8,MjH1,M 09:40 AM - 12:50 PM,TBA,20 (20)
252,BIO103L,9,MjH1,M 09:40 AM - 12:50 PM,TBA,20 (20)
253,BIO103L,10,JSJ,T 01:10 PM - 05:00 PM,SAC415,20 (20)
254,BIO103L,11,JSJ,T 01:10 PM - 05:00 PM,TBA,20 (20)
255,BIO103L,12,JSJ,T 01:10 PM - 05:00 PM,TBA,20 (20)
256,BIO103L,13,Klq,W 09:40 AM - 12:50 PM,SAC415,21 (21)
257,BIO103L,14,Klq,W 09:40 AM - 12:50 PM,TBA,21 (21)
258,BIO103L,15,Klq,W 09:40 AM - 12:50 PM,TBA,20 (20)
259,BIO103L,16,ZAB,R 09:40 AM - 12:50 PM,SAC415,20 (20)
260,BIO103L,17,ZAB,R 09:40 AM - 12:50 PM,TBA,20 (20)
261,BIO103L,18,ZAB,R 09:40 AM - 12:50 PM,TBA,20 (20)
262,BIO103L,19,JSJ,R 01:10 PM - 05:00 PM,SAC415,21 (21)
263,BIO103L,20,JSJ,R 01:10 PM - 05:00 PM,TBA,20 (20)
264,BIO103L,21,JSJ,R 01:10 PM - 05:00 PM,TBA,20 (20)
265,BIO201,1,IJn,MW 01:00 PM - 02:30 PM,SAC403,35 (36)
266,BIO201,2,ACh,RA 11:20 AM - 12:50 PM,SAC404,34 (35)
267,BIO201,3,ACh,RA 09:40 AM - 11:10 AM,SAC406,19 (35)
268,BIO201L,1,ACh,T 08:00 AM - 11:10 AM,SAC414,14 (20)
269,BIO201L,2,MjH1,R 08:00 AM - 11:10 AM,SAC414,20 (20)
270,BIO201L,3,ACh,W 08:00 AM - 11:10 AM,SAC414,20 (20)
271,BIO202L,1,SRS1,M 01:10 PM - 05:00 PM,SAC413,17 (20)
272,BIO202L,2,SRS1,M 01:10 PM - 05:00 PM,TBA,17 (20)
273,BIO202L,3,SRS1,M 01:10 PM - 05:00 PM,TBA,17 (20)
274,BIO202L,4,JSJ,R 09:40 AM - 12:50 PM,SAC413,19 (21)
275,BIO202L,6,JSJ,R 09:40 AM - 12:50 PM,SAC408,20 (20)
276,BSC201,1,AK,RA 09:40 AM - 11:10 AM,SAC313,14 (35)
277,BUS101,1,TBA,RA 02:40 PM - 04:10 PM,NAC621,18 (35)
278,BUS112,1,SkA2,RA 02:40 PM - 04:10 PM,SAC407,40 (40)
279,BUS112,2,SkA2,ST 04:20 PM - 05:50 PM,SAC401,40 (40)
280,BUS112,3,KMz,ST 04:20 PM - 05:50 PM,SAC201,41 (41)
281,BUS112,5,SMv,RA 02:40 PM - 04:10 PM,SAC513,40 (40)
282,BUS112,7,AgK,RA 11:20 AM - 12:50 PM,SAC210,40 (40)
283,BUS112,8,Swk,RA 02:40 PM - 04:10 PM,SAC211,40 (40)
284,BUS112,10,HSf,RA 08:00 AM - 09:30 AM,SAC514,32 (40)
285,BUS112,11,NFH,RA 09:40 AM - 11:10 AM,SAC312,25 (40)
286,BUS112,12,AdS1,RA 08:00 AM - 09:30 AM,NAC621,40 (40)
287,BUS112,13,HKD,RA 09:40 AM - 11:10 AM,NAC506,15 (40)
288,BUS112,14,Rks,RA 11:20 AM - 12:50 PM,SAC313,40 (40)
289,BUS112,15,SMv,RA 01:00 PM - 02:30 PM,SAC212,36 (40)
290,BUS112,16,NFH,RA 11:20 AM - 12:50 PM,SAC207,34 (40)
291,BUS112,17,AuR,RA 01:00 PM - 02:30 PM,NAC993,39 (40)
292,BUS112,20,OMG,RA 01:00 PM - 02:30 PM,SAC205,40 (40)
293,BUS135,1,MJL,ST 01:00 PM - 02:30 PM,NAC204,44 (45)
294,BUS135,2,MJL,ST 04:20 PM - 05:50 PM,NAC315,45 (45)
295,BUS135,3,AM2,MW 01:00 PM - 02:30 PM,NAC503,45 (45)
296,BUS135,4,Sfd,RA 11:20 AM - 12:50 PM,NAC205,45 (45)
297,BUS135,5,INz,RA 11:20 AM - 12:50 PM,NAC206,45 (45)
298,BUS135,6,Sfd,RA 02:40 PM - 04:10 PM,NAC204,44 (45)
299,BUS135,7,INz,RA 02:40 PM - 04:10 PM,NAC205,45 (45)
300,BUS135,8,Sfd,RA 04:20 PM - 05:50 PM,NAC203,41 (45)
301,BUS135,9,INz,RA 04:20 PM - 05:50 PM,NAC204,43 (45)
302,BUS135,10,MAU3,RA 08:00 AM - 09:30 AM,NAC202,44 (45)
303,BUS135,11,Sqm,MW 08:00 AM - 09:30 AM,NAC508,44 (45)
304,BUS135,12,Sqm,MW 04:20 PM - 05:50 PM,NAC511,42 (45)
305,BUS172,1,TkN,ST 08:00 AM - 09:30 AM,NAC203,45 (45)
306,BUS172,2,TkN,ST 11:20 AM - 12:50 PM,NAC304,45 (45)
307,BUS172,3,TkN,ST 01:00 PM - 02:30 PM,NAC203,45 (45)
308,BUS172,4,Ift,MW 08:00 AM - 09:30 AM,NAC215,45 (45)
309,BUS172,5,MHM,MW 09:40 AM - 11:10 AM,NAC504,36 (45)
310,BUS172,6,AMj,MW 09:40 AM - 11:10 AM,NAC505,45 (45)
311,BUS172,7,KMn,MW 02:40 PM - 04:10 PM,NAC305,45 (45)
312,BUS172,8,Azd,MW 02:40 PM - 04:10 PM,NAC405,45 (45)
313,BUS172,9,KMn,MW 04:20 PM - 05:50 PM,NAC414,45 (45)
314,BUS172,10,MMs1,RA 08:00 AM - 09:30 AM,NAC209,34 (45)
315,BUS172,11,MRM2,RA 09:40 AM - 11:10 AM,NAC203,17 (45)
316,BUS172,12,Hdo,RA 09:40 AM - 11:10 AM,NAC205,34 (45)
317,BUS172,13,AbS,RA 11:20 AM - 12:50 PM,NAC204,45 (45)
318,BUS172,14,Hdo,RA 11:20 AM - 12:50 PM,NAC305,19 (45)
319,BUS172,15,MMs1,RA 11:20 AM - 12:50 PM,NAC405,45 (45)
320,BUS172,16,MSA3,RA 11:20 AM - 12:50 PM,NAC407,45 (45)
321,BUS172,17,MRK3,RA 11:20 AM - 12:50 PM,NAC503,45 (45)
322,BUS172,18,NMR1,RA 01:00 PM - 02:30 PM,NAC202,45 (45)
323,BUS172,19,MRM2,RA 01:00 PM - 02:30 PM,NAC204,12 (45)
324,BUS172,20,AM2,RA 01:00 PM - 02:30 PM,NAC206,31 (45)
325,BUS172,21,MMs1,RA 01:00 PM - 02:30 PM,NAC207,45 (45)
326,BUS172,22,AbS,RA 02:40 PM - 04:10 PM,NAC203,45 (45)
327,BUS172,23,MSA3,RA 02:40 PM - 04:10 PM,NAC213,31 (45)
328,BUS172,24,MRK3,RA 02:40 PM - 04:10 PM,NAC303,41 (45)
329,BUS172,25,JHK,RA 04:20 PM - 05:50 PM,NAC214,30 (45)
330,BUS172,27,MRK3,RA 04:20 PM - 05:50 PM,NAC303,40 (45)
331,BUS173,1,TkN,MW 09:40 AM - 11:10 AM,NAC203,41 (41)
332,BUS173,2,ACD,MW 09:40 AM - 11:10 AM,NAC405,42 (43)
333,BUS173,3,TkN,MW 01:00 PM - 02:30 PM,NAC203,41 (41)
334,BUS173,4,MJL,MW 01:00 PM - 02:30 PM,NAC314,41 (41)
335,BUS173,5,ZkH3,MW 02:40 PM - 04:10 PM,NAC403,41 (41)
